epoch,max_epoch,loss,dice,bce,edge,lr
447,500,0.0943,0.0927,0.0009,0.0006,2.8e-07
448,500,0.0947,0.0932,0.0009,0.0006,2.8e-07
449,500,0.0954,0.0939,0.0009,0.0006,2.7e-07
450,500,0.0947,0.0931,0.0009,0.0006,2.6e-07
451,500,0.0946,0.093,0.0009,0.0006,2.6e-07
452,500,0.0945,0.093,0.0009,0.0006,2.5e-07
453,500,0.095,0.0935,0.0009,0.0006,2.4e-07
454,500,0.0947,0.0932,0.0009,0.0006,2.4e-07
455,500,0.095,0.0934,0.0009,0.0006,2.3e-07
456,500,0.094,0.0924,0.0009,0.0006,2.3e-07
457,500,0.0945,0.093,0.0009,0.0006,2.2e-07
458,500,0.0947,0.0931,0.0009,0.0006,2.1e-07
459,500,0.0945,0.093,0.0009,0.0006,2.1e-07
460,500,0.0945,0.0929,0.0009,0.0006,2e-07
461,500,0.0938,0.0923,0.0009,0.0006,2e-07
462,500,0.0949,0.0934,0.0009,0.0006,1.9e-07
463,500,0.0945,0.093,0.0009,0.0006,1.9e-07
464,500,0.0936,0.0921,0.0009,0.0006,1.8e-07
465,500,0.0948,0.0932,0.0009,0.0006,1.8e-07
466,500,0.0953,0.0937,0.0009,0.0006,1.7e-07
467,500,0.0948,0.0933,0.0009,0.0006,1.7e-07
468,500,0.0948,0.0933,0.0009,0.0006,1.7e-07
469,500,0.0945,0.093,0.0009,0.0006,1.6e-07
470,500,0.094,0.0925,0.0009,0.0006,1.6e-07
471,500,0.0948,0.0933,0.0009,0.0006,1.5e-07
472,500,0.0944,0.0929,0.0009,0.0006,1.5e-07
473,500,0.0947,0.0932,0.0009,0.0006,1.5e-07
474,500,0.0947,0.0932,0.0009,0.0006,1.4e-07
475,500,0.0951,0.0935,0.0009,0.0006,1.4e-07
476,500,0.0942,0.0926,0.0009,0.0006,1.4e-07
477,500,0.0949,0.0934,0.0009,0.0006,1.3e-07
478,500,0.0941,0.0926,0.0009,0.0006,1.3e-07
479,500,0.0948,0.0933,0.0009,0.0006,1.3e-07
480,500,0.0952,0.0937,0.0009,0.0006,1.2e-07
481,500,0.0949,0.0934,0.0009,0.0006,1.2e-07
482,500,0.0941,0.0925,0.0009,0.0006,1.2e-07
483,500,0.0946,0.093,0.0009,0.0006,1.2e-07
484,500,0.0956,0.094,0.0009,0.0006,1.2e-07
485,500,0.0949,0.0934,0.0009,0.0006,1.1e-07
486,500,0.0947,0.0931,0.0009,0.0006,1.1e-07
487,500,0.0951,0.0936,0.0009,0.0006,1.1e-07
488,500,0.094,0.0925,0.0009,0.0006,1.1e-07
489,500,0.0951,0.0936,0.0009,0.0006,1.1e-07
490,500,0.0943,0.0928,0.0009,0.0006,1.1e-07
491,500,0.0956,0.0941,0.0009,0.0006,1e-07
492,500,0.0951,0.0935,0.0009,0.0006,1e-07
493,500,0.0946,0.0931,0.0009,0.0006,1e-07
494,500,0.094,0.0924,0.0009,0.0006,1e-07
495,500,0.0953,0.0938,0.0009,0.0006,1e-07
496,500,0.094,0.0924,0.0009,0.0006,1e-07
497,500,0.0942,0.0927,0.0009,0.0006,1e-07
498,500,0.0944,0.0928,0.0009,0.0006,1e-07
499,500,0.095,0.0934,0.0009,0.0006,1e-07
